record_id,﻿type_of_reference,title,authors,secondary_title,abstract,date,year,doi,volume,number,start_page,end_page,issn,accession_number,keywords,tertiary_authors,secondary_authors,url,name_of_database,short_title,asreview_prior,exported_notes_1,included,asreview_ranking
39,JOUR,Impacts of neonicotinoid use on long-term population changes in wild bees in England,"['Woodcock, B.A.', 'Isaac, N.J.B.', 'Bullock, J.M.', 'Roy, D.B.', 'Garthwaite, D.G.', 'Crowe, A.', 'Pywell, R.F.']",Nature Communications,"Wild bee declines have been ascribed in part to neonicotinoid insecticides. While short-term laboratory studies on commercially bred species (principally honeybees and bumblebees) have identified sub-lethal effects, there is no strong evidence linking these insecticides to losses of the majority of wild bee species. We relate 18 years of UK national wild bee distribution data for 62 species to amounts of neonicotinoid use in oilseed rape. Using a multi-species dynamic Bayesian occupancy analysis, we find evidence of increased population extinction rates in response to neonicotinoid seed treatment use on oilseed rape. Species foraging on oilseed rape benefit from the cover of this crop, but were on average three times more negatively affected by exposure to neonicotinoids than non-crop foragers. Our results suggest that sub-lethal effects of neonicotinoids could scale up to cause losses of bee biodiversity. Restrictions on neonicotinoid use may reduce population declines. ¬© The Author(s) 2016.",2016///,2016,10.1038/ncomms12459,7.0,,,,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982145852&doi=10.1038%2fncomms12459&partnerID=40&md5=6be82bd71a2419be6dd72a0680f84e1a,Scopus,,0,,1,11
15,JOUR,Country-specific effects of neonicotinoid pesticides on honey bees and wild bees,"['Woodcock, B.A.', 'Bullock, J.M.', 'Shore, R.F.', 'Heard, M.S.', 'Pereira, M.G.', 'Redhead, J.', 'Ridding, L.', 'Dean, H.', 'Sleep, D.', 'Henrys, P.', 'Peyton, J.', 'Hulmes, S.', 'Hulmes, L.', 'S√°rospataki, M.', 'Saure, C.', 'Edwards, M.', 'Genersch, E.', 'Kn√§be, S.', 'Pywell, R.F.']",Science,"Neonicotinoid seed dressings have caused concern world-wide. We use large field experiments to assess the effects of neonicotinoid-treated crops on three bee species across three countries (Hungary, Germany, and the United Kingdom). Winter-sown oilseed rape was grown commercially with either seed coatings containing neonicotinoids (clothianidin or thiamethoxam) or no seed treatment (control). For honey bees, we found both negative (Hungary and United Kingdom) and positive (Germany) effects during crop flowering. In Hungary, negative effects on honey bees (associated with clothianidin) persisted over winter and resulted in smaller colonies in the following spring (24% declines). In wild bees (Bombus terrestris and Osmia bicornis), reproduction was negatively correlated with neonicotinoid residues. These findings point to neonicotinoids causing a reduced capacity of bee species to establish new populations in the year following exposure. ¬© 2017, American Association for the Advancement of Science. All Rights Reserved.",2017///,2017,10.1126/science.aaa1190,356.0,6345.0,1393,1395,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021637343&doi=10.1126%2fscience.aaa1190&partnerID=40&md5=f03b7dae2c937415873b90e1146d0171,Scopus,,0,,1,12
58,JOUR,"Neonicotinoid pesticide applications affect pollinator abundance and visitation, leading to implications for sunflower production (Helianthus annuus L.)","['Saleem, M.S.', 'Akbar, M.F.', 'Javed, M.A.', 'Sultan, A.']",Cogent Food and Agriculture,"Pesticides are considered a risk to pollinators; however, little is known about the possible effects of their injudicious use on pollinators, including the ecosystem services provided to crops and wildflowers. Recently, great attention has been paid to the effects of neonicotinoids pesticides on pollinators and their potential role in harming the health of bees all over the world. Sunflowers, being self-incompatible plants, rely on insects, primarily bees, for effective cross-pollination and successful seed-set. Ensuring the presence of sufficient pollinators in the field is crucial for facilitating pollen movement between flowers and promoting optimal seed development. However, the reliance on insect-mediated cross-pollination also makes sunflowers susceptible to pest attacks, which can negatively impact seed production. To mitigate these potential threats and achieve increased seed yields, careful consideration is given to the judicious use of pesticides. Striking the right balance between providing adequate pollinators and implementing appropriate pest management strategies is vital for maximizing sunflower crop productivity. To reveal such potential impacts of neonicotinoid insecticides, we undergo the current study that aimed to estimate flower visitation and pollination in a sunflower crop by applying three neonicotinoid insecticides i.e. imidacloprid, clothianidin, and thiamethoxam, including the control group for two years i.e. 2020, and 2021. In all experimental plots, we quantified floral visitors for fourteen days at three different times (8 am, 12 pm, and 5 pm). Floral visitors were divided into three groups, Apis bees, Non-Apis bees, and butterflies. After the maturation period, the achenes from each capitulum were separated and brought for weight. We discovered that this study confirmed the adverse effect of neonicotinoids pesticides on sunflower production. Our research revealed that the use of imidacloprid, clothianidin, and thiamethoxam had a negative impact on the visitation of Apis bees, with reductions of 19%, 18.5%, and 23% respectively, as compared to the control group during the year 2020. Furthermore, these pesticides also caused a decrease in the visitation of Non-Apis bees by 15%, 15%, and 17% respectively. The visitation of butterflies was also affected, with reductions of 17.4%, 14.6%, and 15.8% for imidacloprid, clothianidin, and thiamethoxam respectively. Based on our research conducted in the year 2021, the use of imidacloprid, clothianidin, and thiamethoxam caused a reduction of 22.5%, 24%, and 25.5% respectively in the visitation of Apis bees, as compared to the control group. Similarly, non-Apis bees experienced a decrease in visitation by 19.5%, 23.5%, and 25% respectively for imidacloprid, clothianidin, and thiamethoxam, compared to the control group. The visitation of butterflies was also affected, with reductions of 18.2%, 22.2%, and 26% respectively for imidacloprid, clothianidin, and thiamethoxam, compared to the control group. Our findings suggest that the use of these pesticides affected the diversity of floral visitors and contributed to a decline in the number of fruit during the year 2020 and 2021. Moreover, the abundance of floral visitors, the mass of fruits, and the quantity of oil in the seeds were significantly lower after treatment with neonicotinoid pesticides, thus evidencing its negative effect on sunflower productivity. (Figure presented.). ¬© 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",2023///,2023,10.1080/23311932.2023.2258773,9.0,1.0,,,,,"['Abundance', 'Neonicotinoids', 'Pesticide toxicity', 'Pollinators', 'Productivity', 'Sunflower']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173975206&doi=10.1080%2f23311932.2023.2258773&partnerID=40&md5=3fe0a3a0883f4b74e11ccd55cbd0da79,Scopus,,0,,1,13
55,JOUR,Natural habitat partially mitigates negative pesticide effects on tropical pollinator communities,"['Obregon, D', 'Guerrero, OR', 'Stashenko, E', 'Poveda, K']",GLOBAL ECOLOGY AND CONSERVATION,"Land-use change and pesticides have been identified as two of the main causes behind pollinator decline. Understanding how these factors affect crop pollinator communities is crucial to inform practices that generate optimal pollination and ensure sustainable food production. In this study, we investigated the effects of landscape composition and pesticide residues on bee communities and their pollination services in Solanum quitoense Lam. ""lulo"" crops in Colombia. On 10 farms, located along a gradient of land use change that varied from 0.15 to 0.62 in their natural habitat proportion, we characterized the bee community visiting the crop, and carried out pollination experiments with bagged and open inflorescences to later estimate fruit set, weight, and diameter at every site. Additionally, we performed pesticide analysis on collected anthers through liquid chromatography to estimate pesticide risk coming from the crop fields using hazard quotients (HQ). Bee abundance and species richness decreased with increased HQ, but these negative pesticide effects were less detrimental in farms with higher natural habitat proportions. However, this buffer effect was lost at sites with very high HQs. Imidacloprid was frequently found in the anthers and there were extremely high concentrations in some farms (0.6 to 13,063 mu g/kg), representing the molecule of greatest risk for bees in this context. Pollinator's importance to crop yield was demonstrated in the exclusion experiments, where we found a reduction in fruit set (51%), weight (39%), and diameter (25%). We found a significant effect of bee richness on fruit set, while landscape composition and HQ had no significant effect on fruit set, suggesting that the last two factors do not affect yield directly, but indirectly through a decrease in pollinator diversity. Our results provide novel evidence that natural habitat loss due to the expansion of pastures for cattle ranching and pesticide residues in anthers reduce bee diversity and abundance in this Andean cropping system, but strategies to protect and restore natural habitat can help to buffer, until certain levels, these negative effects.",2021/08//undefined,2021,10.1016/j.gecco.2021.e01668,28.0,,,,2351-9894,WOS:000683779400008,"['Bee pollination', 'Ecosystem services', 'Imidacloprid', 'Landscape simplification', 'Lulo', 'Naranjilla', 'Solanum quitoense']",,,,,,0,,1,14
57,JOUR,Neonicotinoid contamination in conservation areas affects bees more sharply than beetles,"['Tetlie, J.', 'Harmon-Threatt, A.']",Frontiers in Ecology and Evolution,"The neurotoxic insecticide class of neonicotinoids has become one of the most widely used groups of pesticides globally. Their long half-lives and high water solubility increase their potential to linger and affect numerous organisms long after application. A prominent concern associated with residual contamination is the negative impact that neonicotinoids can have on beneficial arthropods such as bees and certain groups of beetles. Many studies have looked at the effects neonicotinoids have on arthropod communities in lab settings; however, comparatively few studies have looked at these groups in neonicotinoid-contaminated restored prairie habitats. These habitats are often restored from or located near agriculture and are almost ubiquitously contaminated with neonicotinoids. Our one-year manipulated field study compared native bee nesting rates and beetle community assemblages between paired clothianidin-contaminated and non-contaminated restored prairie plots. Native bee nesting probability and nesting abundance increased by 46% and 172%, respectively, in sites contaminated with clothianidin. Conversely, we observed no significant differences in beetle family assemblages, abundance, or richness between clothianidin-contaminated and control sites. These results suggest that neonicotinoid contamination of natural habitats can have numerous environmental consequences for arthropods and that these effects are not always consistent between taxa. Understanding how neonicotinoid contamination affects beneficial groups such as bees and arthropod community assemblages is crucial for characterizing the risks these chemicals pose to ecologically imperative taxa. Copyright ¬© 2024 Tetlie and Harmon-Threatt.",2024///,2024,10.3389/fevo.2024.1347526,12.0,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186469797&doi=10.3389%2ffevo.2024.1347526&partnerID=40&md5=d650e1b0ad0bb1f4d9dbd2c436a0c32a,Scopus,"['agricultural contamination', 'beetle feeding guilds', 'clothianidin', 'ground-nesting bees', 'restored prairie']",,,,0,,1,15
92,JOUR,The effects of pesticides on tomato pollinators depend on application practices and floral visitor assemblage,"['Franceschinelli, EV', 'Bergamini, LL', 'Paniago, LGFR', 'Marcelo, VG', 'de Assis, IM', 'Cardoso, MDT', 'Silva-Neto, CDE', 'Brito, PVD', 'Carvalheiro, LG']",JOURNAL OF APPLIED ENTOMOLOGY,"Pesticide use affects biodiversity and ecosystem service provision. Yet, such effects may vary between pesticides, dosage, application timing and pollinator assemblage in the study area. Understanding such diversity of effects is essential to enable integrated pest management practices that minimize negative impacts on pollinators. Here, we use a controlled experiment to compare different strategies of pesticide application in tomato crops: no application, low-intensity applications (every 7 days) and high-intensity application (every 3-4 days) with the last being the usual practice used by farmers in the study region. We focus on imidacloprid that is a neonicotinoid insecticide commonly used in Brazil. We show the negative effects of imidacloprid on the pollinator visitation rate of tomato flowers varied between flower visitor species. While the bee Paratrigona lineata was negatively affected by the imidacloprid application, no effects were detected when analysing all other bees as a group, indicating a null net effect. Although some studies have shown this insecticide is extremely harmful to bees' health, others showed that some bees do not avoid it, which may explain our results. However, the visitation rate recovery for P. lineata was only detected in the less than the more intensive treatment after imidacloprid applications ceased. The fact that no differences in fruit production were detected between treatments (including control blocks) could result from a null net effect of the negative effects on pollinators and positive effects on pest control. Further studies would be needed to disentangle the two effects.",2024/02//undefined,2024,10.1111/jen.13210,148.0,1.0,74,85,0931-2048,WOS:001107430900001,"['bee', 'imidacloprid', 'neonicotinoid', 'pollinator', 'ecosystem service', 'Brazil', 'pesticide application', 'biodiversity', 'fruit', 'integrated pest management', 'fruit production', 'horticulture', 'Paratrigona lineata', 'tomato pollination']",,,,,,0,,1,16
11,JOUR,"Chronic contact with realistic soil concentrations of imidacloprid affects the mass, immature development speed, and adult longevity of solitary bees","['Anderson, N.L.', 'Harmon-Threatt, A.N.']",Scientific Reports,"The non-target effects of pesticides are an area of growing concern, particularly for ecologically and economically important organisms such as bees. Much of the previous research on the effects of neonicotinoids, a class of insecticide that has gained attention for non-target effects, on bees focused on the consumption of contaminated food resources by a limited number of eusocial species. However, neonicotinoids are known to accumulate and persist in soils at concentrations 2 to 60 times greater than in food resources, and may represent an important route of exposure for diverse and ecologically important ground-nesting bees. This study aimed to assess the effect of chronic contact exposure to realistic soil concentrations of imidacloprid, the most widely used neonicotinoid pesticide, on bee longevity, development speed, and body mass. Cohorts of Osmia lignaria and Megachile rotundata were used as proxies for ground-nesting species. We observed species- and sex-specific changes to adult longevity, development speed, and mass in response to increasing concentrations of imidacloprid. These results suggest that chronic exposure to nesting substrates contaminated with neonicotinoids may represent an important route of exposure that could have considerable physiological and ecological consequences for bees and plant-pollinator interactions. ¬© 2019, The Author(s).",2019///,2019,10.1038/s41598-019-40031-9,9.0,1.0,,,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062619502&doi=10.1038%2fs41598-019-40031-9&partnerID=40&md5=4926db55667866309dcb8f393bb19712,Scopus,,0,,1,17
25,JOUR,"Environmental impacts of reduced-risk and conventional pesticide programs differ in commercial apple orchards, but similarly influence pollinator community","['Joshi, NK', 'Leslie, T', 'Rajotte, EG', 'Biddinger, DJ']",CHEMOSPHERE,"Insect pollinators such as bees and syrphid flies play a crucial role in pollinating many food crops, and their diversity and abundance may be influenced by pesticide application patterns. Over three years, we assessed the ecotoxicological impacts on the diversity and abundance of bees and syrphid flies between reduced-risk pesticide programs and standard, conventional pesticide programs in paired plots at six spatially distinct commercial apple orchards. In particular, we quantified pesticide inputs, environmental impact, and community response of bees and syrphids to these pesticide programs. Relative environmental impacts of reduced-risk versus conventional pesticide programs were calculated using Environmental Impact Quotient analysis, while ecological impacts were characterized by assessing the abundance, richness, and species assemblages of bees and syrphids. Adopting a reduced-risk pesticide program for apple pest management reduced the use (in terms of kg a.i./ha) of organophosphate and pyrethroid insecticides by approximately 97.6% and 100% respectively, but increased the use of neonicotinoid pesticides (acetamiprid, imidacloprid, thiacloprid) by 40.4% compared to the orchards under standard conventional pesticide program. Regardless of pesticide inputs, abundance, richness and species assemblages of bees and syrphids did not differ between reduced-risk and conventional pest management programs. However, the environmental impact of pesticide inputs was reduced by 89.8% in reduced-risk pesticide program. These findings suggest that the implementation of reduced-risk pesticide program may reduce pesticide environmental impact, in addition to being safer to farm workers, without adversely affecting the robust community composition of bees and syrphids in commercial apple orchards in the mid-Atlantic region. (C) 2019 Elsevier Ltd. All rights reserved.",2020/02//,2020,10.1016/j.chemosphere.2019.124926,240.0,,0045-6535,WOS:000497600800070,,,,,,,,,0,,1,18
5,JOUR,Are native bees in Brazil at risk from the exposure to the neonicotinoid imidacloprid?,"['Concei√ß√£o de Assis, J.', 'Tadei, R.', 'Menezes-Oliveira, V.B.', 'Silva-Zacarin, E.C.M.']",Environmental Research,"All across the world, different countries use Ecological risk assessments (ERA) of pesticides to pollinators as a regulatory tool to understand the safety of pesticide use in agriculture. However, pesticide application is still recognized as one of the main stress factors causing a decline in the global population of bees. In all ERA procedures, the effects of pesticides on the honey bee species Apis mellifera are used as a reference for the effects on all different bee species. To evaluate if tropical native bees are protected by the current risk assessment procedures and to propose improvements to the methods, we assessed the ecological risk of the neonicotinoid imidacloprid posed to native and exotic bee species. The risk was assessed through a low (TIER I) and an intermediate (TIER II) level of analysis. For TIER I the USEPA BeeREX model was used and for TIER II the Species Sensitivity Distribution (SSD) approach was adopted. For the imidacloprid exposure conditions, four different crops were taken into consideration; bean, passion fruit, sunflower and tomato. The imidacloprid risk on native species was assessed both by extrapolating the effects obtained to Apis species, and by using ecotoxicological data from tests performed with native species. In TIER I, the risks calculated through empirical data showed that more than 50% of the non-Apis species presented risk levels of 28‚Äì180% higher than those obtained with the extrapolation factor used in the Brazilian pesticide regulation. In TIER II, the SSDs showed that most of the native bees are more sensitive to imidacloprid than the Africanized A. mellifera. This is the first study in which an ERA of a pesticide was conducted on tropical bee species. Here we also present some gaps and perspectives for future studies aiming to improve the risk assessment of pesticides in terrestrial environments. ¬© 2022 Elsevier Inc.",2022///,2022,10.1016/j.envres.2022.113127,212.0,,,,,,"['animal', 'Animals', 'Apis mellifera', 'Article', 'bean', 'bee', 'BeeREX model', 'Bees', 'Brazil', 'Brazilian bees', 'calculation', 'ecotoxicity', 'environmental risk', 'honeybee', 'imidacloprid', 'insecticide', 'Insecticides', 'LD50', 'model', 'native species', 'Native species', 'nectar', 'neonicotinoid', 'Neonicotinoid', 'neonicotinoid pesticide', 'Neonicotinoids', 'Nitro Compounds', 'nitro derivative', 'nonhuman', 'passion fruit', 'pesticide', 'pesticide application', 'pesticide residue', 'Pesticides', 'plant seed', 'pollen', 'pollinator', 'Pollinators', 'population decline', 'risk assessment', 'Risk quotient', 'SSD curve', 'sunflower', 'tomato']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126866576&doi=10.1016%2fj.envres.2022.113127&partnerID=40&md5=a06459446fbc7f9b2b077adf6aedaa61,Scopus,,0,,1,19
8,JOUR,Botanical and synthetic pesticides alter the flower visitation rates of pollinator bees in Neotropical melon fields,"['Tschoeke, PH', 'Oliveira, EE', 'Dalcin, MS', 'Silveira-Tschoeke, MCAC', 'Sarmento, RA', 'Santos, GR']",ENVIRONMENTAL POLLUTION,"The ecological and economic contributions of pollinator bees to agricultural production have been threatened by the inappropriate and excessive use of pesticides. These pesticides are often applied in areas with ecological peculiarities (e.g., the Neotropical savannah-like region termed as Cerrado) that were not considered during the product development. Here, we conducted field experiments with melon (i.e., Cucumis melo L.) plants cultivated under Brazilian Cerrado conditions and evaluated the impacts of botanical (i.e., neem-based insecticide) and synthetic (i.e., the pyrethroid insecticide deltamethrin and the fungicides thiophanate-methyl and chlorothalonil) pesticides on the flower visitation rates of naturally occurring pollinator bees. Our results revealed that both honey bees (i.e., Apis mellifera L) and non-Apis bees visited melon flowers and the intensity of bee visitation was moderately correlated with yield parameters (e.g., number of marketable fruits and fruit yield). Pesticide treatments differentially affected bee species. For instance, Plebeia sp. bees were not affected by any pesticide treatment, whereas both A. mellifera and Halictus sp. bees showed reduced visitation intensity after the application of deltamethrin or neem-based insecticides. Fungicide treatment alone did not influence the bee's visitation intensity. Deltamethrin-treated melon fields produced significantly lighter marketable fruits, and the melon yield was significantly lower in melon fields treated with the neem-based insecticide. Thus, our findings with such pollinator bees reinforce the idea that field applications of botanical pesticides may represent as risky as the applications of synthetic compounds, indicating that these alternative products should be submitted to risk assessments comparable to those required for synthetic products. (C) 2019 Elsevier Ltd. All rights reserved.",2019/08//undefined,2019,10.1016/j.envpol.2019.04.133,251.0,,591,599,0269-7491,WOS:000474329700065,,,,,,,0,,1,20
