title,record_id,type_of_reference,authors,secondary_title,abstract,year,doi,volume,commu_AB,commu_RP,indiv_AB,indiv_RP,letha_ER,letha_ES,letha_NN,letha_RP,molec_AH,molec_AJ,molec_EA,popul_CB,popul_RP,subin_RP,subin_RT,asreview_prior,exported_notes_1,included,asreview_ranking
Wings as a new route of exposure to pesticides in the honey bee,914,JOUR,"['Poquet, Y.', 'Kairo, G.', 'Tchamitchian, S.', 'Brunet, J.-L.', 'Belzunces, L.P.']",Environmental Toxicology and Chemistry,"In pesticide risk assessment, estimating the routes and levels of exposure is critical. For honey bees subjected to pesticide spray, toxicity is assessed by thorax contact to account for all possible contact exposures. In the present study, the authors tested 6 active substances with different hydrophobicity. For the first time, the authors demonstrated that it is possible to induce mortality by pesticide contact with only the wings of the honey bee. The toxicities induced by contact with the wings and thorax were similar, with the wing median lethal dose (LD50) being 0.99 to 2.23 times higher than that of the thorax. This finding demonstrates that the wings represent a relevant route of exposure in the honey bee. In a second approach, the authors estimated the air volume displaced by the wings during 1 beating cycle to be 0.51±0.03cm3, which corresponds to a volume of 116.8±5.8cm3s-1 at a wing beat frequency of 230 Hz. The authors then tested realistic scenarios of exposure for bees flying through a pesticide cloud at different concentrations. In the worst-case scenario, the dose accumulated during the flight reached 525ngbee-1s-1. These results show that the procedure used to assess the risk posed by contact with pesticides could be improved by accounting for wing exposure. © 2015 SETAC.",2015,10.1002/etc.3014,34,,0,0.0,,1.0,,,,,,,,0.0,,,,,,
"With or without foraging for food, field-realistic concentrations of sulfoxaflor are equally toxic to bumblebees (Bombus terrestris)",777,JOUR,"['Tizi Taning, C.N.', 'Vanommeslaeghe, A.', 'Smagghe, G.']",Entomologia Generalis,"Over the past decades, the effects of pesticides on bee health have gained a lot of attention due to the value of bees as pollinators. Sulfoxaflor is a recently developed systemic insecticide in the new sulfoximine class of insecticides and has shown high efficiency against a wide range of pest insects. The main objective of this study was therefore to assess the effects of sulfoxaflor on the buff-tailed or large earth bumblebee (Bombus terrestris), known as an important generalist pollinator of wild plants and many agricultural crops worldwide. To achieve this objective, a laboratory bioassay with queenless bumblebee microcolonies that had been previously developed and used to assess for both toxicity and effects on foraging behaviour in B. terrestris for neonicotinoid insecticides (imidacloprid and thiamethoxam), was specifically employed. Here, microcolonies of B. terrestris workers, with or without the need to forage for food, were exposed to sugar water supplemented with field-realistic concentrations of sulfoxaflor (starting from 15 µg/ml to 5 and 1 µg/ml) via oral exposure during 15 days. In addition to a significant reduction in bumblebee worker survival, the results also indicated that there was no higher toxicity caused by sulfoxaflor when the bumblebees had to forage for their food compared to when they did not have to forage. These results could guide future studies in this context and could be used in debates on insecticides and/or risk assessment of pesticides with potential effects on behaviour in bumblebees and other pollinators in general. © 2019 E. Schweizerbart’sche Verlagsbuchhandlung, 70176 Stuttgart, Germany.",2019,10.1127/entomologia/2019/0784,39,,0,1.0,0.0,,1.0,,,,,,1.0,1.0,0.0,,,,,
Within-Body Distributions and Feeding Effects of the Neonicotinoid Insecticide Clothianidin in Bumblebees (Bombus terrestris),234,JOUR,"['Aarones, MR', 'Paus-Knudsen, JS', 'Nielsen, A', 'Rundberget, JT', 'Borgå, K']",ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"Bumblebees can be exposed to neonicotinoid pesticides through nectar and pollen collected from treated crops, which can cause lethal and sublethal effects in these nontarget pollinators. However, the body distribution of the compound after exposure to neonicotinoids in bumblebees is not well studied. Bumblebee colonies (Bombus terrestris, n = 20) were exposed to field-realistic concentrations of clothianidin through artificial nectar (3.6-13 mu g/L) for 9 d. Comparison of the nominal with the measured exposure in nectar indicated good compliance, confirming the applicability of the method. When quantified, clothianidin showed a concentration-dependent occurrence in the head and body of workers (head: <0.2-2.17 mu g/kg; body: <0.2-3.17 mu g/kg), and in the body of queens (<0.2-2.49 mu g/kg), although concentrations were below those measured in the nectar (bioaccumulation factor = 0.2). Exposure to clothianidin did not affect mortality nor brood production, nor did it have a statistically significant effect on nectar consumption and size of food storage. However, visual inspection suggests higher nectar consumption of nectar with low clothianidin content compared with nectar with no or high clothianidin content. Our results show that dietary clothianidin is taken up in bumblebees, but does not bioaccumulate to elevated levels compared with exposure. Still, clothianidin may elicit responses that affect feeding behavior of the pollinator B. terrestris, although our endpoints were not significantly affected. Environ Toxicol Chem 2021;00:1-10. (c) 2021 The Authors. Environmental Toxicology and Chemistry published by Wiley Periodicals LLC on behalf of SETAC.",2021,10.1002/etc.5154,40,,0,0.0,,,0.0,,,,,,,1.0,1.0,,,,,
Application of predefined doses of neonicotinoid containing dusts in field trials and acute effects on honey bees,8,JOUR,"['Pistorius, J.', 'Wehner, A.', 'Kriszan, M.', 'Bargen, H.', 'Knäbe, S.', 'Klein, O.', 'Frommberger, M.', 'Stähler, M.', 'Heimbach, U.']",Bulletin of Insectology,"This study explored the effects of insecticidal dusts on honey bee colonies (Apis mellifera L.) after exposure to a priori defined dose under field conditions. For this purpose two different rates of abraded seed dust, containing active substance Clothianidin, were applied on flowering Phacelia tanacetifolia Bentham during bee-flight with a purpose-built dust applicator. We observed dose-related high acute effects on bee mortality at both application rates, 0.25 and 1.0 g a.s. Clothianidin in dust per ha, resulting in up to 4.3 and 17 fold higher mortality compared to pre-application level and an overall increase of mortality during the 7 days exposure period of 2.0 and 9.8 fold. In dead bees, residues detected between both rates appliedwere up to 2.6 fold higher in the 1.0 g a.s. Clothianidin dust exposure scenario. On day 7, residues up to 28 μg Clothianidin/kg were detected in bee bread of stored Phacelia pollen. The findings of high effects at chosen rates highlight the need to include specific dust drift field trials for seed treatment products with highly toxic insecticides in risk assessment used in crops with potential dust abrasion and emission from seeds. Further work is required to determine appropriate application rates in further semi-field and field testing that reflect field realistic drift exposure levels. © 2015, Universita degli Studi di Bologna, Department of Agroenvironmental Sciences and Technologies. All Rights Reserved.",2015,,68,,0,,0.0,,,0.0,,,,,,,,,1.0,,1.0,1.0
Effects of the Neonicotinoid Imidacloprid on the Feeding Behavior of Melipona quadrifasciata anthidioides Lep.,44,JOUR,"['Costa, LGD', 'Barchuk, AR', 'Teixeira, IRD']",REVISTA AGROGEOAMBIENTAL,"Even though meliponines are among the greatest pollinating agents in Neotropical ecosystems, the populations of these bees are in decline due to anthropic actions, such as the indiscriminate use of pesticides. Neonicotinoids, such as Imidacloprid, are used in many crops and have been shown to be one of the pesticides groups with the most damaging effects on the health of bee colonies. The goals of this work were (1) to evaluate the ability of Melipona quadrifasciata, a native Brazilian stingless bee species, to detect the presence of Imidacloprid in artificial diets, and (2) to evaluate how this insecticide may affect their behavior. For this purpose, behavioral experiments were carried out in observation arenas where artificial flowers containing different concentrations of Imidacloprid (0%, 1%, 5%, 10%, and 20%) were made available to forager bees and their choice and behavior were registered. Our results showed that bee choices were not affected by the different concentrations of Imidacloprid, even at extremely high doses in the flowers (20%). It was also found that the presence of this insecticide interfered with the communication between individuals as a result of reduced antennation events. Both findings, the apparent inability of bees to detect the presence of the insecticide and the change in behavior caused by the exposition to the volatilized product, may rapidly lead to colony losses in nature.",2020,10.18406/2316-1817v12n120201411,12,,0,0.0,,,,0.0,,,,,,0.0,0.0,0.0,1.0,,1.0,2.0
Effects of neonicotinoid dust from maize seed-dressing on honeybees,39,CONF,"['Sgolastra, F', 'Renzi, T', 'Draghetti, S', 'Sciò, C', 'Medrzycki, P', 'Lodesani, M', 'Maini, S', 'Porrini, C']",HAZARDS OF PESTICIDES TO BEES: 11TH INTERNATIONAL SYMPOSIUM OF THE ICP-PR BEE PROTECTION GROUP,,2012,10.5073/jka.2012.437.012,437,,0,,,0.0,,,0.0,,0.0,,,,0.0,,0.0,,1.0,3.0
Results of a comprehensive field research programme with the systemic insecticide imidacloprid (Gaucho®),132,CONF,"['Curé, G', 'Schmidt, HW', 'Schmuck, R']",HAZARDS OF PESTICIDES TO BEES,"Gaucho (R) is a registered trademark for plant protection products which contain the chloronicotinyl insecticide imidacloprid and which are used for seed dressing, e.g. on sunflower seed. Sunflower seed are treated with 0.7 mg a.i./grain which is equivalent to 50 a.i./ha at a planting density of 70,000 plants/ha. In 3 tunnel and 8 field tests it was examined whether this seeddressing could have an influence on honeybees at the time of flowering. Residue analysis of flowers and honeybees were performed to determine the exposure of these pollinating insects during flowering. The residue levels were then compared with effect concentrations as determined in controlled feeding experiments. In none of the 3 tunnel and 8 field tests did the seeddressing with imidacloprid affect the vitality, the foraging activity or the behaviour of the honeybees. From these results it can be reliably concluded that a seeddressing of sunflower seed with imidacloprid has no biological relevance for honeybees. Pollen and nectar of sunflower plants were analysed for the presence of imidacloprid and its relevant metabolites. No quantifiable residue levels were found at a limit of quantitation of 10 ppb. In the controlled feeding experiments under field conditions, no adverse effects were observed on bees fed with spiked sugar solution up to 20 ppb imidacloprid. At higher concentrations (50-100 ppb) honeybees only reduced transitorily the foraging activity which indicates that honeybees realise the presence of imidacloprid at these levels. When these results are compared with the residue levels found in the relevant parts of the, sunflower plants it is evident that the findings of the tunnel and field tests are fully confirmed and that no adverse effects on honeybees must be expected from the use of Gauch (R) in sunflowers.",2001,,,,0,,,,,,,,,,,,,,0.0,,1.0,4.0
Effects of Gaucho® seed coating on bumblebees visiting sunflower,34,CONF,"['Taséi, JN', 'Ripault, G', 'Rivault, E']",HAZARDS OF PESTICIDES TO BEES,"The systemic insecticide Gaucho (R) (imidacloprid) was suspected of affecting honeybees and bumblebees when used as a seed treatment of sunflower crops, flower attractiveness, homing behaviour and colony development being supposed to be modified. Our experiments with Bombus terrestris, aimed, at comparing the behaviour of workers foraging on treated and control plants and the homing rate of colonies placed either in a treated or control field. In greenhouse, workers visited blooming heads of treated and control plants at the same rate and the mean duration of their visits was similar. In field colonies sunflower was visited by 98 % of nectar foragers and 26-29 % of pollen gatherers. After 9 days, 23 % and 33 % of the marked foragers did not return to hives in the control and treated field respectively. In both fields, workers significantly drifted from the centre to the extremities of the colony rows. During the 26-day period under field and laboratory conditions the population increase rate of the 20 colonies was identical. The queen production in both fields was also identical. We concluded that Gaucho (R) seed dressing of sunflower seed coating of sunflower does not affect the foraging and homing behaviour of B. terrestris and its colony development.",2001,,,,0,,,,,,,,,,,,,,0.0,,1.0,5.0
"Sub-lethal effects of imidacloprid on bumblebees, Bombus terrestris (Hymenoptera: Apidae), during a laboratory feeding test",147,JOUR,"['Tasei, JN', 'Lerin, J', 'Ripault, G']",PEST MANAGEMENT SCIENCE,"A laboratory feeding test was conducted on queenless micro-colonies of three bumblebee workers (Bombus terrestris L) to study the effects of low doses of imidacloprid on pollen and syrup consumption, worker survival, brood size and larval development. Two doses were used: D1=10 mu g PLL kg-l in syrup and 6 mu g AI kg(-1) in pollen; D2 was 2.5 times higher in syrup and 2.7 higher in pollen. During 85 days 27, 30 and 29 micro-colonies were reared for control, D1 and D2 treatments respectively. Food consumption was not affected by either dose. During the 5-day pre-oviposition period the mean insecticide intake was 4.8 ng per day per worker in treatment D2. Both doses slightly but significantly affected worker survival rate by 10% during the first month, without any dose-effect relationship. Brood production was significantly reduced in D1 treatment and larval ejection by workers was significantly lower in D1 and D2 than in control. No significant effect of D1 and D2 treatments on the duration of larval development was revealed. No residue could be detected in workers still alive after 85 days. It was concluded that the survival rate and reproductive capacity of B terrestris was not likely to be affected by prolonged ingestion of nectar produced by sunflower after seed-dressing treatment with imidacloprid (Gaucho), since honey or pollen collected by honeybees foraging treated sunflower never revealed concentrations of imidacloprid higher than 10 mu g kg(-1). (C) 2000 Society of Chemical Industry.",2000,10.1002/1526-4998(200009)56:9<784::AID-PS208>3.0.CO;2-T,56,,0,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,,1.0,6.0
Clearance of ingested neonicotinoid pesticide (imidacloprid) in honey bees (Apis mellifera) and bumblebees (Bombus terrestris),19,JOUR,"['Cresswell, J.E.', 'Robert, F.-X.L.', 'Florance, H.', 'Smirnoff, N.']",Pest Management Science,"BACKGROUND: Bees in agricultural landscapes are exposed to dietary pesticides such as imidacloprid when they feed from treated mass-flowering crops. Concern about the consequent impact on bees makes it important to understand their resilience. In the laboratory, the authors therefore fed adult worker bees on dosed syrup (125 μg L-1 of imidacloprid, or 98 μg kg-1) either continuously or as a pulsed exposure and measured their behaviour (feeding and locomotory activity) and whole-body residues. RESULTS: On dosed syrup, honey bees maintained much lower bodily levels of imidacloprid than bumblebees (<0.2 ng versus 2.4 ng of imidacloprid per bee). Dietary imidacloprid did not affect the behaviour of honey bees, but it reduced feeding and locomotory activity in bumblebees. After the pulsed exposure, bumblebees cleared bodily imidacloprid after 48 h and recovered behaviourally. CONCLUSION: The differential behavioural resilience of the two species can be attributed to the observed differential in bodily residues. The ability of bumblebees to recover may be environmentally relevant in wild populations that face transitory exposures from the pulsed blooming of mass-flowering crops. © 2013 Society of Chemical Industry.",2014,10.1002/ps.3569,70,,0,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,,1.0,7.0
The impact of chronic exposure to field-level thiamethoxam on sunflower visitation and yield for Apis cerana,164,JOUR,"['Ma, C.', 'Chen, S.', 'Li, J.', 'Shi, X.', 'Zou, Y.', 'Luo, S.']",Apidologie,"Thiamethoxam (TMX) is one of the most widely used neonicotinoid insecticides. However, it is unclear how TMX alters the flower-visiting behavior and seed production of Apis cerana in sunflowers. We conducted cage experiments to study the impact of chronic exposure (10 days) to TMX at sublethal concentrations of 2.4 μg/kg and 10 μg/kg on the number of flower visits per minute, seed setting percentage, 100-seed weight, and seed yield in sunflowers. Bees treated with TMX demonstrated a significantly lower number of flower visits per minute compared with the control group. Although we did not observe a significant difference in yield parameters between TMX treatments and the control group, a positive correlation was observed between yield and the bees’ flower visitation rate. Our study highlights the concern that exposure to field-level concentrations of TMX could pose a threat to the pollination services provided by A. cerana for other crops and wildflowers. © 2023, INRAE, DIB and Springer-Verlag France SAS, part of Springer Nature.",2024,10.1007/s13592-023-01052-6,55,0.0,0,,0.0,,,0.0,,,,,,,0.0,,0.0,,1.0,8.0
Interaction between Varroa destructor and imidacloprid reduces flight capacity of honeybees,78,JOUR,"['Blanken, L.J.', 'van Langevelde, F.', 'van Dooremalen, C.']",Proceedings of the Royal Society B: Biological Sciences,"Current high losses of honeybees seriously threaten crop pollination. Whereas parasite exposure is acknowledged as an important cause of these losses, the role of insecticides is controversial. Parasites and neonicotinoid insecticides reduce homing success of foragers (e.g. by reduced orientation), but it is unknown whether they negatively affect flight capacity. We investigated how exposing colonies to the parasitic mite Varroa destructor and the neonicotinoid insecticide imidacloprid affect flight capacity of foragers. Flight distance, time and speed of foragers were measured in flight mills to assess the relative and interactive effects of high V. destructor load and a field-realistic, chronic sub-lethal dose of imidacloprid. Foragers from colonies exposed to high levels of V. destructor flew shorter distances, with a larger effect when also exposed to imidacloprid. Bee body mass partly explained our results as bees were heavier when exposed to these stressors, possibly due to an earlier onset of foraging. Our findings contribute to understanding of interacting stressors that can explain colony losses. Reduced flight capacity decreases the food-collecting ability of honeybees and may hamper the use of precocious foraging as a coping mechanism during colony (nutritional) stress. Ineffective coping mechanisms may lead to destructive cascading effects and subsequent colony collapse. © 2015 The Author(s) Published by the Royal Society. All rights reserved.",2015,10.1098/rspb.2015.1738,282,,0,0.0,,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,1.0,9.0
Effects of bee density and sublethal imidacloprid exposure on cluster temperatures of caged honey bees,35,JOUR,"['Meikle, W.G.', 'Adamczyk, J.J.', 'Weiss, M.', 'Gregorc, A.']",Apidologie,"Survivorship, syrup consumption, and cluster temperatures of honey bees were kept in hoarding cages with different numbers of bees. Cages with either 50, 100, 150, or 200 bees each were monitored over 4–6 weeks in incubators with 12h/12h 30° C/15° C temperature cycles to induce clustering. Survivorship and syrup consumption rates per bee were not different among the bee density groups, but cluster temperatures were. Cluster temperatures ranged from 0.45°C above incubator temperature in the 50 bee cages to 4.05° C in the 200 bee cages over the 1st 7 days, with each additional bee adding on average 0.02° C to cluster temperature. In another set of experiments, cages were established with about 200 bees each, and imidacloprid added to the syrup at 0, 5, 20, and 100 ppb. Imidacloprid in the syrup did not affect bee survivorship but it did reduce syrup consumption per bee, with bees fed 100 ppb imidacloprid syrup consuming on average 631 mg per bee over 28 days while average consumption among the other groups ranged from 853 to 914 mg. Cluster temperature was affected by imidacloprid treatment: bees fed 5 ppb imidacloprid syrup had higher cluster temperatures over the 1st 10 days, 4.17° C above incubator temperature, than either bees fed 100 ppb syrup or control (2.35 and 3.19° C, respectively). © 2018, The Author(s).",2018,10.1007/s13592-018-0585-z,49,,0,,0.0,0.0,,,,,,,,,,,0.0,,1.0,10.0
Chronic oral toxicity protocol for adult solitary bees (Osmia bicornis L.): Reduced survival under long-term exposure to a “bee-safe” insecticide,18,JOUR,"Azpiazu, C.; Sgolastra, F.; Ippolito, A.; Albacete, S.; Brandt, A.; Colli, M.; Grossar, D.; Jeker, L.; Malagnini, V.; Sancho, G.; Splitt, A.; Straub, L.; Strobl, V.; Boranski, M.; Jachuła, J.; Martins, C.; Medrzycki, P.; Simon-Delso, N.; Tosi, S.; Bosch, J.",Environmental Pollution,"Pollinators are essential for crop productivity. Yet, in agricultural areas, they may be threatened by pesticide exposure. Current pesticide risk assessments predominantly focus on honey bees, with a lack of standardized protocols for solitary bees. This study addresses this gap by developing a long-term oral exposure protocol tailored for O. bicornis. We conducted initial trials to determine optimal container sizes and feeding methods, ensuring high survival rates and accurate syrup consumption measurements. A validation test involving five laboratories was then conducted with the insecticide Flupyradifurone (FPF). Control mortality thresholds were set at ≤ 15% at 10 days. Three laboratories achieved ≤10%, demonstrating the protocol's effectiveness in maintaining healthy test populations. The seasonal timing of experiments influenced control mortality, underscoring the importance of aligning tests with the natural flight period of the population used. Our findings revealed dose-dependent effects of FPF on syrup consumption, showing stimulatory effects at lower concentrations and inhibitory effects at higher ones. The 10-day median lethal daily dose (LDD50) of FPF for O. bicornis (531.92 ng/bee/day) was 3.4-fold lower than that reported for Apis mellifera (1830 ng/bee/day), indicating Osmia's higher susceptibility. Unlike other insecticides, FPF did not exhibit time-reinforced toxicity. This study introduces a robust protocol for chronic pesticide exposure in solitary bees, addressing a critical gap in current risk assessment. Based on its low risk to honey bees and bumblebees, FPF is approved for application during flowering. However, our results suggest that it may threaten Osmia populations under realistic field conditions. Our findings underscore the need for comparative toxicity studies to ensure comprehensive protection of all pollinators and the importance of accounting for long term exposure scenarios in risk assessment. By enhancing our understanding of chronic pesticide effects in solitary bees, our study should contribute to the development of more effective conservation strategies and sustainable agricultural practices. © 2024 The Authors",2024,10.1016/j.envpol.2024.125129,363,,0,,,,,,,,0.0,,,,,,0.0,,1.0,11.0
The influence of sub-lethal neonicotinoid doses and ambient temperature on individual Apis mellifera scutellata flight efficiency,168,JOUR,"['Bester, L.C.', 'Wege, M.', 'Weldon, C.W.', 'Pirk, C.W.W.']",Journal of Apicultural Research,"Honey bee (Apis mellifera) thermoregulation plays an integral part in their behaviour and physiology and has been shown to be vulnerable to the effects of neonicotinoid insecticides. Flight muscles are a crucial source of physiological heat as well as being vital for behavioural heat regulation, and are negatively affected by neonicotinoid insecticides. In this study, we evaluated the flight efficiency and capacity of Apis mellifera scutellata under the influence of both elevated ambient temperatures and sublethal neonicotinoid exposure. The various aspects of flight; success, distance, speed, and duration, were not notably affected by these factors. However, the honey bees’ ability to initiate a successful flight was significantly affected by neonicotinoid exposure. Such a reduction in honey bee flight capacity, and flight muscle function in general, especially under the increasing frequency and intensity of hot weather events, is cause for concern when considering legislation and use of these neonicotinoids in the agricultural and suburban setting. © 2024 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",2024,10.1080/00218839.2024.2406108,,,0,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,1.0,12.0
"Combined nutritional stress and a new systemic pesticide (flupyradifurone, Sivanto®) reduce bee survival, food consumption, flight success, and thermoregulation",20,JOUR,"['Tong, L.', 'Nieh, J.C.', 'Tosi, S.']",Chemosphere,"Flupyradifurone (FPF, Sivanto®) is a new butenolide insecticide that, like the neonicotinoids, is a systemic nicotinic acetylcholine receptor (nAChR) agonist. However, FPF is considered bee-safe (according to standard Risk Assessment tests), and is thus a potential solution to the adverse effects of other pesticides on beneficial insects. To date, no studies have examined the impact of nutritional stress (decreased food diversity and quality) and FPF exposure on bee health although both stressors can occur, especially around agricultural monocultures. We therefore tested the effects of a field-realistic FPF concentration (4 ppm, FPFdaily dose = 241 ± 4 ng/bee/day, 1/12 of LD50) and nutritional stress (nectar with low-sugar concentrations) on honey bee (Apis mellifera L.) mortality, food consumption, thermoregulation, flight success (unsuccessful vs. successful), and flight ability (duration, distance, velocity). Flight and thermoregulation are critical to colony health: bees fly to collect food and reproduce, and they thermoregulate to increase flight efficiency and to rear brood. We studied the effects across seasons because seasonality can influence bee sensitivity to environmental stress. We demonstrate that, depending upon season and nutritional stress, FPF can reduce bee survival (−14%), food consumption (−14%), thermoregulation (−4%, i.e. hypothermia), flight success (−19%), and increase flight velocity (+13%). Because pesticide exposure and nutritional stress can co-occur, we suggest that future studies and pesticide risk assessments consider both seasonality and nutritional stress when evaluating pesticide safety for bees. © 2019 Elsevier Ltd",2019,10.1016/j.chemosphere.2019.124408,237,,0,,,,,,,,0.0,0.0,,,,,0.0,,1.0,13.0
The effect of dietary neonicotinoid pesticides on non-flight thermogenesis in worker bumble bees (Bombus terrestris),162,JOUR,"['Potts, R.', 'Clarke, R.M.', 'Oldfield, S.E.', 'Wood, L.K.', 'Hempel de Ibarra, N.', 'Cresswell, J.E.']",Journal of Insect Physiology,"For bumble bees (genus Bombus), the capacity for non-flight thermogenesis is essential for two fundamental processes undertaken by adult workers, namely recovery from torpor after chilling and brood incubation. Farmland bees can be widely exposed to dietary residues of neurotoxic neonicotinoid insecticides that appear in the nectar and pollen of treated bee-attractive crops, which may harm them. An earlier study shows that dietary neonicotinoids cause complex alterations to thermoregulation in honey bees, but their effect on the thermogenic capabilities of individual bumble bees has been untested previously. We therefore conducted laboratory trials involving separate dietary exposures of bumble bees to two neonicotinoids, imidacloprid and thiamethoxam, and we measured their effects on the thoracic temperatures of bees during recovery from chilling. Specifically, we used thermal imaging to measure the rates of rewarming by individual bees after chill-induced torpor and to quantify their equilibrated thoracic temperatures post-recovery. We found that both toxicants caused dose-dependent decreases in the rates of rewarming and in the equilibrated thoracic temperatures. As previously found in honey bees, the dose–response relationship for imidacloprid exhibited a biphasic hormesis with low-dose stimulation and high-dose inhibition, for which we propose a mechanism. Our present study is among the first to detect ecologically relevant effects on bees in neonicotinoid exposures involving dietary concentrations below 5 ppb. If the effects on thoracic temperatures that we observed over a short period were sustained, they could have ecologically significant impacts on farmland bumble bees. © 2017 Elsevier Ltd",2018,10.1016/j.jinsphys.2017.11.006,104,,0,0.0,,0.0,,0.0,,,,,,0.0,0.0,,0.0,,1.0,14.0
"Lethal and sublethal synergistic effects of a new systemic pesticide, flupyradifurone (Sivanto®), on honeybees",83,JOUR,"['Tosi, S', 'Nieh, JC']",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"The honeybee (Apis mellifera L.) is an important pollinator and a model for pesticide effects on insect pollinators. The effects of agricultural pesticides on honeybee health have therefore raised concern. Bees can be exposed to multiple pesticides that may interact synergistically, amplifying their side effects. Attention has focused on neonicotinoid pesticides, but flupyradifur-one (FPF) is a novel butenolide insecticide that is also systemic and a nicotinic acetylcholine receptor (nAChR) agonist. We therefore tested the lethal and sublethal toxic effects of FPF over different seasons and worker types, and the interaction of FPF with a common SBI fungicide, propiconazole. We provide the first demonstration of adverse synergistic effects on bee survival and behaviour (poor coordination, hyperactivity, apathy) even at FPF field-realistic doses (worst-case scenarios). Pesticide effects were significantly influenced by worker type and season. Foragers were consistently more susceptible to the pesticides (4-fold greater effect) than in-hive bees, and both worker types were more strongly affected by FPF in summer as compared with spring. Because risk assessment (RA) requires relatively limited tests that only marginally address bee behaviour and do not consider the influence of bee age and season, our results raise concerns about the safety of approved pesticides, including FPF. We suggest that pesticide RA also test for common chemical mixture synergies on behaviour and survival.",2019,10.1098/rspb.2019.0433,286,,0,,,,,,,0.0,0.0,0.0,,,,,0.0,,1.0,15.0
Field rates of Sivanto™ (flupyradifurone) and Transform® (sulfoxaflor) increase oxidative stress and induce apoptosis in honey bees (Apis mellifera L.),59,JOUR,"['Chakrabarti, P.', 'Carlson, E.A.', 'Lucas, H.M.', 'Melathopoulos, A.P.', 'Sagili, R.R.']",PLoS ONE,"Pesticide exposures can have detrimental impacts on bee pollinators, ranging from immediate mortality to sub-lethal impacts. Flupyradifurone is the active ingredient in Sivanto™ and sulfoxaflor is the active ingredient in Transform®. They are both relatively new insecticides developed with an intent to reduce negative effects on bees, when applied to bee-attractive crops. With the growing concern regarding pollinator health and pollinator declines, it is important to have a better understanding of any potential negative impacts, especially sublethal, of these pesticides on bees. This study reports novel findings regarding physiological stress experienced by bees exposed to field application rates of these two insecticides via a Potter Tower sprayer. Two contact exposure experiments were conducted—a shorter 6-hour study and a longer 10-day study. Honey bee mortality, sugar syrup and water consumption, and physiological responses (oxidative stress and apoptotic protein assays) were assessed in bees exposed to Sivanto™ and Transform®, and compared to bees in control group. For the longer, 10-day contact exposure experiment, only the Sivanto™ group was compared to the control group, as high mortality recorded in the sulfoxaflor treatment group during the shorter contact exposure experiment, made the latter group unfeasible to test in the longer 10-days experiment. In both the studies, sugar syrup and water consumptions were significantly different between treatment groups and controls. The highest mortality was observed in Transform® exposed bees, followed by the Sivanto™ exposed bees. Estimates of reactive oxygen/nitrogen species indicated significantly elevated oxidative stress in both pesticide treatment groups, when compared to controls. Caspase-3 protein assays, an indicator of onset of apoptosis, was also significantly higher in the pesticide treatment groups. These differences were largely driven by post exposure duration, indicating sublethal impacts. Further, our findings also emphasize the need to revisit contact exposure impacts of Sivanto™, given the sub-lethal impacts and mortality observed in our long-term (10-day) contact exposure experiment. © 2020 Chakrabarti et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",2020,10.1371/journal.pone.0233033,15,,0,,,,,,,0.0,0.0,0.0,,,,,0.0,,1.0,16.0
"Exposure to an insecticide formulation alters chemosensory orientation, but not floral scent detection, in buff-tailed bumblebees (Bombus terrestris)",53,JOUR,"['Kárpáti, Z', 'Szelényi, MO', 'Tóth, Z']",SCIENTIFIC REPORTS,"Although pesticide-free techniques have been developed in agriculture, pesticides are still routinely used against weeds, pests, and pathogens worldwide. These agrochemicals pollute the environment and can negatively impact human health, biodiversity and ecosystem services. Acetamiprid, an approved neonicotinoid pesticide in the EU, may exert sub-lethal effects on pollinators and other organisms. However, our knowledge on the scope and severity of such effects is still incomplete. Our experiments focused on the effects of the insecticide formulation Mospilan (active ingredient: 20% acetamiprid) on the peripheral olfactory detection of a synthetic floral blend and foraging behaviour of buff-tailed bumblebee (Bombus terrestris) workers. We found that the applied treatment did not affect the antennal detection of the floral blend; however, it induced alterations in their foraging behaviour. Pesticide-treated individuals started foraging later, and the probability of finding the floral blend was lower than that of the control bumblebees. However, exposed bumblebees found the scent source faster than the controls. These results suggest that acetamiprid-containing Mospilan may disrupt the activity and orientation of foraging bumblebees. We hypothesize that the observed effects of pesticide exposure on foraging behaviour could be mediated through neurophysiological and endocrine mechanisms. We propose that future investigations should clarify whether such sub-lethal effects can affect pollinators' population dynamics and their ecosystem services.",2024,10.1038/s41598-024-65388-4,14,,0,0.0,,,0.0,,,,,,,0.0,,,0.0,,1.0,17.0
