title,record_id,type_of_reference,authors,secondary_title,abstract,year,doi,volume,commu_AB,commu_RP,indiv_AB,indiv_RP,letha_ER,letha_ES,letha_NN,letha_RP,molec_AH,molec_AJ,molec_EA,popul_CB,popul_RP,subin_RP,subin_RT
"Assessment of lethal and sublethal effects of imidacloprid, ethion, and glyphosate on aversive conditioning, motility, and lifespan in honey bees (Apis mellifera L.)",706,JOUR,"['Delkash-Roudsari, S.', 'Chicas-Mosier, A.M.', 'Goldansaz, S.H.', 'Talebi-Jahromi, K.', 'Ashouri, A.', 'Abramson, C.I.']",Ecotoxicology and Environmental Safety,"Honeybees (Apis mellifera) play an important role in agriculture worldwide. Several factors including agrochemicals can affect honey bee health including habitat fragmentation, pesticide application, and pests. The growing human population and subsequent increasing crop production have led to widespread use of agrochemicals and there is growing concern that pollinators are being negatively impacted by these pesticides. The present study compares acute exposure to imidacloprid (0.2 and 0.4 mgL−1), ethion (80 and 106.7 mgL−1) or glyphosate (0.12 and 0.24 mgL−1) on aversive learning and movement, to chronic exposure at these and higher concentrations on movement, circadian rhythms, and survival in honey bee foragers. For acute learning studies, a blue/yellow shuttle box experiment was conducted; we observed honey bee choice following aversive and neutral stimuli. In learning studies, control bees spent >50% of the time on yellow which is not consistent with previous color bias literature in the subspecies or region of the study. The learning apparatus was also used to estimate mobility effects within 20 min of exposure. Chronic exposure (up to 2 weeks) with the above metrics was recorded by an automated monitoring system. In chronic exposure experiments, RoundUp®, was also tested to compare to its active ingredient, glyphosate. We found that imidacloprid and ethion have negative impacts on aversive learning and movement following a single-dose and that chronic exposure effects were dose-dependent for these two insecticides. In contrast, glyphosate had no effect on learning and less of an effect on movement; RoundUp® showed dose-dependent results on circadian rhythmicity. Overall, the results suggest that short-term exposure to imidacloprid and ethion adversely affect honey bee foragers and chronic exposure to glyphosate may affect pollination success. © 2020 Elsevier Inc.",2020,10.1016/j.ecoenv.2020.111108,204,,0,0.0,,,,0.0,,,,,,0.0,0.0,
Assessment of risk to hoary squash bees (Peponapis pruinosa) and other ground-nesting bees from systemic insecticides in agricultural soil,120,JOUR,"['Willis Chan, D.S.', 'Prosser, R.S.', 'Rodríguez-Gil, J.L.', 'Raine, N.E.']",Scientific Reports,"Using the hoary squash bee (Peponapis pruinosa) as a model, we provide the first probabilistic risk assessment of exposure to systemic insecticides in soil for ground-nesting bees. To assess risk in acute and chronic exposure scenarios in Cucurbita and field crops, concentrations of clothianidin, thiamethoxam and imidacloprid (neonicotinoids) and chlorantraniliprole (anthranilic diamide) in cropped soil were plotted to produce an environmental exposure distribution for each insecticide. The probability of exceedance of several exposure endpoints (LC50s) was compared to an acceptable risk threshold (5%). In Cucurbita crops, under acute exposure, risk to hoary squash bees was below 5% for honey bee LC50s for all residues evaluated but exceeded 5% for clothianidin and imidacloprid using a solitary bee LC50. For Cucurbita crops in the chronic exposure scenario, exposure risks for clothianidin and imidacloprid exceeded 5% for all endpoints, and exposure risk for chlorantraniliprole was below 5% for all endpoints. In field crops, risk to ground-nesting bees was high from clothianidin in all exposure scenarios and high for thiamethoxam and imidacloprid under chronic exposure scenarios. Risk assessments for ground-nesting bees should include exposure impacts from pesticides in soil and could use the hoary squash bee as an ecotoxicology model. © 2019, The Author(s).",2019,10.1038/s41598-019-47805-1,9,,0,,0.0,,,,0.0,,0.0,,,,0.0,
Autumn intermediate crops and development of honey-bee colonies,107,JOUR,"['Gallot, M.', 'Buchwalder, G.', 'Beuret, B.', 'Cecilio, J.-M.', 'Guinemer, M.', 'Marigo, P.', 'Frosini, S.', 'Charrière, J.-D.']",Agrarforschung Schweiz,"Establishing an autumn vegetation cover following the grain harvests is common practice in the farming community. Although certain beekeepers look forward to this foraging opportunity, others suspect a weakening of the bee colonies after they forage on these cover crops, and fear the premature exhaustion of the winter bees. The experiment presented here attempts to evaluate whether late foraging weakens or stimulates the colonies before winter, and whether it has an impact on overwintering. It also aims to determine whether the intermediate crops established directly after a straw cereal coated in neonicotinoids may represent a potential danger for bees. The study shows that foraging on intermediate crops has neither an adverse nor a positive effect on bee populations during flowering and in the following months. Moreover, winter losses are no greater. Chemical analyses show that neonicotinoids may be present in the soil whatever the treatment of the previous crop, and that traces are sometimes found in the pollen brought back to the hive, as well as in the bee bread. These conditions prevent us from comparing two groups with clear different exposures, which would allow us to test the effect of the neonicotinoids in the previous crop on the colonies. © 2016, AMTRA - Association pour la Mise en Valeur des Travaux de la Recherche Agronomique. All Rights Reserved.",2016,,7,,0,0.0,,0.0,,,0.0,,0.0,,,0.0,0.0,
Bee Pollinator Mortality Due to Pesticide-Laden Particulate Matter from Beef Cattle Feedyards,342,JOUR,"['Green, F.B.', 'Peterson, E.M.', 'Emert, A.D.', 'Subbiah, S.', 'Smith, P.N.']",Environmental Science and Technology,"Wild and managed bees are critical for the stability of trophic webs, angiosperm reproduction, and agricultural productivity. Unfortunately, as many as 40% of crop pollinators are in a steep decline due to habitat loss and exposure to agrochemicals. Pyrethroids, neonicotinoids, and macrocyclic lactones are among the many agrochemicals toxic to pollinating insects that are used extensively in industrial beef cattle feeding operations throughout the world. Fugitive feedyard particulate matter (PM) transports agrochemicals into the surrounding environs. To determine the impact of agrochemical-laden feedyard particulate matter on bee pollinators, we conducted in situ experiments wherein honeybees and mason bees were placed downwind and upwind of feedyards (N = 40). Concurrent, colocated total suspended particulate matter samples contained multiple insecticides and parasiticides including pyrethroids, neonicotinoids, and macrocyclic lactones, in significantly higher concentrations downwind of feedyards (bifenthrin, 8.45 ± 4.92; permethrin, 1032.34 ± 740.76; clothianidin, 3.61 ± 1.48; imidacloprid, 73.32 ± 47.52; thiamethoxam, 5.81 ± 3.16; abamectin, 0.45 ± 0.29; ivermectin, 8.88 ± 5.06 ng/g). Honeybees and mason bees sited downwind of feedyards always experienced higher mortality than those correspondingly sited upwind, and male mason bees experienced significantly higher mortality compared to females when both were sited downwind. Bees occurring downwind of beef cattle feedyards for 1 h are 232-260% more likely to die than those occurring upwind. Thus, agrochemicals used on and emitted from beef cattle feedyards are significant threats to bee pollinators. © 2023 American Chemical Society.",2023,10.1021/acs.est.3c03135,57,,0,,0.0,0.0,,,0.0,,0.0,,,,0.0,
Bergamot Polyphenolic Fraction for the Control of Flupyradifurone-Induced Poisoning in Honeybees,122,JOUR,"['Bava, R.', 'Lupia, C.', 'Castagna, F.', 'Ruga, S.', 'Nucera, S.', 'Caminiti, R.', 'Bulotta, R.M.', 'Naccari, C.', 'Carresi, C.', 'Musolino, V.', 'Statti, G.', 'Britti, D.', 'Mollace, V.', 'Palma, E.']",Animals,"Flupyradifurone (FLU) is a butenolide insecticide that has come onto the market relatively recently. It is used in agriculture to control aphids, psyllids, and whiteflies. Toxicity studies have decreed its low toxicity to honeybees. However, recent research has challenged these claims; oral exposure to the pesticide can lead to behavioral abnormalities and in the worst cases, lethal phenomena. Compounds with antioxidant activity, such as flavonoids and polyphenols, have been shown to protect against the toxic effects of pesticides. The aim of this research was to evaluate the possible protective effect of the bergamot polyphenolic fraction (BPF) against behavioral abnormalities and lethality induced by toxic doses of FLU orally administered to honeybees under laboratory conditions. Honeybees were assigned to experimental groups in which two toxic doses of FLU, 50 mg/L and 100 mg/L were administered. In other replicates, three doses (1, 2 and 5 mg/kg) of the bergamot polyphenolic fraction (BPF) were added to the above toxic doses. In the experimental groups intoxicated with FLU at the highest dose tested, all caged subjects (20 individuals) died within the second day of administration. The survival probability of the groups to which the BPF was added was compared to that of the groups to which only the toxic doses of FLU were administered. The mortality rate in the BPF groups was statistically lower (p < 0.05) than in the intoxicated groups; in addition, a lower percentage of individuals exhibited behavioral abnormalities. According to this research, the ingestion of the BPF attenuates the harmful effects of FLU. Further studies are needed before proposing BPF incorporation into the honeybees’ diet, but there already seem to be beneficial effects associated with its intake. © 2024 by the authors.",2024,10.3390/ani14040608,14,,0,0.0,,0.0,,,0.0,,0.0,,,0.0,0.0,
Biopesticide-induced behavioral and morphological alterations in the stingless bee Melipona quadrifasciata,104,JOUR,"['Barbosa, WF', 'Tomé, HVV', 'Bernardes, RC', 'Siqueira, MAL', 'Smagghe, G', 'Guedes, RNC']",ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"Because of their natural origin, biopesticides are assumed to be less harmful to beneficial insects, including bees, and therefore their use has been widely encouraged for crop protection. There is little evidence, however, to support this ingrained notion of biopesticide safety to pollinators. Because larval exposure is still largely unexplored in ecotoxicology and risk assessment on bees, an investigation was performed on the lethal and sublethal effects of a diet treated with 2 bioinsecticides, azadirachtin and spinosad, on the stingless bee, Melipona quadrifasciata, which is one of the most important pollinators in the Neotropics. Survival of stingless bee larvae was significantly compromised at doses above 210ng a.i./bee for azadirachtin and 114ng a.i./bee for spinosad. No sublethal effect was observed on larvae developmental time, but doses of both compounds negatively affected pupal body mass. Azadirachtin produced deformed pupae and adults as a result of its insect growth regulator properties, but spinosad was more harmful and produced greater numbers of deformed individuals. Only spinosad compromised walking activity of the adult workers at doses as low as 2.29ng a.i./bee, which is 1/5000 of the maximum field recommended rate. In conclusion, the results demonstrated that bioinsecticides can pose significant risks to native pollinators with lethal and sublethal effects; future investigations are needed on the likelihood of such effects under field conditions. Environ Toxicol Chem 2015;34:2149-2158. (c) 2015 SETAC",2015,10.1002/etc.3053,34,,0,0.0,,,,0.0,,,,,,0.0,0.0,0.0
Bumblebees under pollution pressure of pesticides in urban and agrarian landscapes,328,JOUR,"['Benner, L', 'Coder, L', 'Reiter, A', 'Ross-Nickoll, M', 'Schäffer, A']",JOURNAL OF HAZARDOUS MATERIALS ADVANCES,"Pesticides are used in anthropogenically influenced bumblebee habitats, such as agricultural fields and gardens. During their foraging flights, pollinators come into direct contact with these pollutants via e.g. contaminated food sources. There is growing proof that bees are regularly exposed to mixtures of agrochemicals, but most research has been focused on honey bees ( Apis mellifera), whereas little is known about bees not belonging to the Apis genus (non-Apis). Aim of our study was to investigate the pesticide load of foraging bumblebees (Bombus terrestris) in agricultural and urban areas. We placed commercial bumblebee hives at three urban and three agrarian locations. Foragers were analysed for 24 target pesticides with focus on fungicides. In 184 out of 220 analysed field samples, residues of 15 pesticides were found. Concentrations ranged from 0.03 to 978.17 ng/g bumblebee. Most often detected pesticides were prosulfocarb (36.4% of foragers) and flutolanil (15.9%), both never documented in bumblebees before. The pesticide load was significantly different between land-uses in spring. The study highlights the importance of considering pesticide mixtures under field conditions for toxicity studies and risk assessment. The described biomonitoring approach is cheap, easy to perform and could be used to improve monitoring programs on a global scale.",2023,10.1016/j.hazadv.2022.100216,9,,0,,0.0,,,0.0,,,,,,,,
Chronic exposure to a field-realistic concentration of Closer® SC (24% sulfoxaflor) insecticide impacted the growth and foraging activity of honey bee colonies,568,JOUR,"['El-Din, H.S.', 'Helmy, W.S.', 'Al Naggar, Y.', 'Ahmed, F.S.']",Apidologie,"The effects of sulfoxaflor on various pollinators have long been debated. However, there have been few in-hive studies on sulfoximines, and the effects on honey bee colony growth and foraging activity are unknown. Here, we calculated the LC50 of Closer® 24% suspension concentrate (SC) using honey bee foragers then assessed the impacts of chronic exposure of honey bees to a lesser concentration of Closer® in a semi-field in-hive experiment. To do that, we used a worst-case exposure scenario and fed bees for 21 days with a sublethal and field-relevant concentration of sulfoxaflor (0.3 ppb) which represents the calculated LC5 value of Closer®. A total of six colonies was assigned to the pesticide or control treatment. Then, we evaluated the colony development and activity as well as the weight and foraging activity of individual foraging bees. We also revealed that sublethal Closer® exposure impacted honey bee colony growth and activity by reducing bee bread, honey, and brood production, as well as weight and foraging performance of individual bees when colonies were kept under field conditions. Given the findings of this study, as well as comparable findings reported on spray application of Closer® using standard application practices in semi-field conditions, sulfoxaflor’s potential harm to pollinators at realistic levels merits additional investigation particularly in combination with other stressors to better understand how novel insecticides influence pollinators and pollination services. © 2022, INRAE, DIB and Springer-Verlag France SAS, part of Springer Nature.",2022,10.1007/s13592-022-00937-2,53,,0,,,,,,,0.0,0.0,0.0,,,,
Chronic oral toxicity protocol for adult solitary bees (Osmia bicornis L.): Reduced survival under long-term exposure to a “bee-safe” insecticide,89,JOUR,"Azpiazu, C.; Sgolastra, F.; Ippolito, A.; Albacete, S.; Brandt, A.; Colli, M.; Grossar, D.; Jeker, L.; Malagnini, V.; Sancho, G.; Splitt, A.; Straub, L.; Strobl, V.; Boranski, M.; Jachuła, J.; Martins, C.; Medrzycki, P.; Simon-Delso, N.; Tosi, S.; Bosch, J.",Environmental Pollution,"Pollinators are essential for crop productivity. Yet, in agricultural areas, they may be threatened by pesticide exposure. Current pesticide risk assessments predominantly focus on honey bees, with a lack of standardized protocols for solitary bees. This study addresses this gap by developing a long-term oral exposure protocol tailored for O. bicornis. We conducted initial trials to determine optimal container sizes and feeding methods, ensuring high survival rates and accurate syrup consumption measurements. A validation test involving five laboratories was then conducted with the insecticide Flupyradifurone (FPF). Control mortality thresholds were set at ≤ 15% at 10 days. Three laboratories achieved ≤10%, demonstrating the protocol's effectiveness in maintaining healthy test populations. The seasonal timing of experiments influenced control mortality, underscoring the importance of aligning tests with the natural flight period of the population used. Our findings revealed dose-dependent effects of FPF on syrup consumption, showing stimulatory effects at lower concentrations and inhibitory effects at higher ones. The 10-day median lethal daily dose (LDD50) of FPF for O. bicornis (531.92 ng/bee/day) was 3.4-fold lower than that reported for Apis mellifera (1830 ng/bee/day), indicating Osmia's higher susceptibility. Unlike other insecticides, FPF did not exhibit time-reinforced toxicity. This study introduces a robust protocol for chronic pesticide exposure in solitary bees, addressing a critical gap in current risk assessment. Based on its low risk to honey bees and bumblebees, FPF is approved for application during flowering. However, our results suggest that it may threaten Osmia populations under realistic field conditions. Our findings underscore the need for comparative toxicity studies to ensure comprehensive protection of all pollinators and the importance of accounting for long term exposure scenarios in risk assessment. By enhancing our understanding of chronic pesticide effects in solitary bees, our study should contribute to the development of more effective conservation strategies and sustainable agricultural practices. © 2024 The Authors",2024,10.1016/j.envpol.2024.125129,363,,0,,,,,,,,0.0,,,,,
Clearance of ingested neonicotinoid pesticide (imidacloprid) in honey bees (Apis mellifera) and bumblebees (Bombus terrestris),940,JOUR,"['Cresswell, J.E.', 'Robert, F.-X.L.', 'Florance, H.', 'Smirnoff, N.']",Pest Management Science,"BACKGROUND: Bees in agricultural landscapes are exposed to dietary pesticides such as imidacloprid when they feed from treated mass-flowering crops. Concern about the consequent impact on bees makes it important to understand their resilience. In the laboratory, the authors therefore fed adult worker bees on dosed syrup (125 μg L-1 of imidacloprid, or 98 μg kg-1) either continuously or as a pulsed exposure and measured their behaviour (feeding and locomotory activity) and whole-body residues. RESULTS: On dosed syrup, honey bees maintained much lower bodily levels of imidacloprid than bumblebees (<0.2 ng versus 2.4 ng of imidacloprid per bee). Dietary imidacloprid did not affect the behaviour of honey bees, but it reduced feeding and locomotory activity in bumblebees. After the pulsed exposure, bumblebees cleared bodily imidacloprid after 48 h and recovered behaviourally. CONCLUSION: The differential behavioural resilience of the two species can be attributed to the observed differential in bodily residues. The ability of bumblebees to recover may be environmentally relevant in wild populations that face transitory exposures from the pulsed blooming of mass-flowering crops. © 2013 Society of Chemical Industry.",2014,10.1002/ps.3569,70,,0,0.0,,,0.0,,,,,,,0.0,0.0,
"Combined nutritional stress and a new systemic pesticide (flupyradifurone, Sivanto®) reduce bee survival, food consumption, flight success, and thermoregulation",750,JOUR,"['Tong, L.', 'Nieh, J.C.', 'Tosi, S.']",Chemosphere,"Flupyradifurone (FPF, Sivanto®) is a new butenolide insecticide that, like the neonicotinoids, is a systemic nicotinic acetylcholine receptor (nAChR) agonist. However, FPF is considered bee-safe (according to standard Risk Assessment tests), and is thus a potential solution to the adverse effects of other pesticides on beneficial insects. To date, no studies have examined the impact of nutritional stress (decreased food diversity and quality) and FPF exposure on bee health although both stressors can occur, especially around agricultural monocultures. We therefore tested the effects of a field-realistic FPF concentration (4 ppm, FPFdaily dose = 241 ± 4 ng/bee/day, 1/12 of LD50) and nutritional stress (nectar with low-sugar concentrations) on honey bee (Apis mellifera L.) mortality, food consumption, thermoregulation, flight success (unsuccessful vs. successful), and flight ability (duration, distance, velocity). Flight and thermoregulation are critical to colony health: bees fly to collect food and reproduce, and they thermoregulate to increase flight efficiency and to rear brood. We studied the effects across seasons because seasonality can influence bee sensitivity to environmental stress. We demonstrate that, depending upon season and nutritional stress, FPF can reduce bee survival (−14%), food consumption (−14%), thermoregulation (−4%, i.e. hypothermia), flight success (−19%), and increase flight velocity (+13%). Because pesticide exposure and nutritional stress can co-occur, we suggest that future studies and pesticide risk assessments consider both seasonality and nutritional stress when evaluating pesticide safety for bees. © 2019 Elsevier Ltd",2019,10.1016/j.chemosphere.2019.124408,237,,0,,,,,,,,0.0,0.0,,,,
Comparing Sensitivity of Different Bee Species to Pesticides: A TKTD modeling approach,382,JOUR,"['Baas, J.', 'Goussen, B.', 'Taenzler, V.', 'Roeben, V.', 'Miles, M.', 'Preuss, T.G.', 'van den Berg, S.', 'Roessink, I.']",Environmental Toxicology and Chemistry,"Risk assessment for bees is mainly based on data for honey bees; however, risk assessment is intended to protect all bee species. This raises the question of whether data for honey bees are a good proxy for other bee species. This issue is not new and has resulted in several publications in which the sensitivity of bee species is compared based on the values of the 48-h median lethal dose (LD50) from acute test results. When this approach is used, observed differences in sensitivity may result both from differences in kinetics and from inherent differences in species sensitivity. In addition, the physiology of the bee, like its overall size, the size of the honey stomach (for acute oral tests), and the physical appearance (for acute contact tests) also influences the sensitivity of the bee. The recently introduced Toxicokinetic–Toxicodynamic (TKTD) model that was developed for the interpretation of honey bee tests (Bee General Uniform Threshold Model for Survival [BeeGUTS]) could integrate the results of acute oral tests, acute contact tests, and chronic tests within one consistent framework. We show that the BeeGUTS model can be calibrated and validated for other bee species and also that the honey bee is among the more sensitive bee species. In addition, we found that differences in sensitivity between species are smaller than previously published comparisons based on 48-h LD50 values. The time-dependency of the LD50 and the specifics of the bee physiology are the main causes of the wider variation found in the published literature. Environ Toxicol Chem 2024;43:1431–1441. © 2024 The Authors. Environmental Toxicology and Chemistry published by Wiley Periodicals LLC on behalf of SETAC. © 2024 The Authors. Environmental Toxicology and Chemistry published by Wiley Periodicals LLC on behalf of SETAC.",2024,10.1002/etc.5871,43,,0,,0.0,0.0,,,,,,,,,,
Compatibility of an organically based insect control program with honey bee (Hymenoptera: Apidae) pollination in cantaloupes,132,JOUR,"['Elzen, P.J.', 'Elzen, G.W.', 'Lester, G.E.']",Journal of Economic Entomology,"The application of azadirachtin to foliage of cantaloupes did not significantly reduce successful pollination by commercially managed honey bees, Apis mellifera L., as measured by numbers of foraging honey bees and yield. Similar results were obtained when the synthetic insecticide imidacloprid (used as a standard by cantaloupe growers) was applied to the soil. Fruit yield and quality, as a function of bee pollination, were statistically equal between the two treatments, and equal to that of the untreated control. The standard treatment of imidacloprid gave significantly better control than azadirachtin of one pest (cucumber beetle) early in the season. Fruit maturity was delayed in untreated plots, consistent with light insect pressure observed. These results indicate that an organically based insect control approach will not alter bloom acceptance and bee forager activity in cantaloupes.",2004,10.1603/0022-0493-97.5.1513,97,,0,,0.0,0.0,,,,,0.0,,,,0.0,
Comprehensive analysis of neonicotinoids in Chinese commercial honey and pollen: A corresponding health risk assessment for non-targeted organisms,265,JOUR,"['Zhang, J', 'Wang, YY', 'Wurjihu, S', 'Ruan, HN', 'Huang, Y', 'Guo, MY', 'Kong, DD', 'Luo, JY', 'Yang, MH']",SCIENCE OF THE TOTAL ENVIRONMENT,"Neonicotinoids are broad-spectrum and highly effective insecticides that work by affecting neural activity in insects. Neonicotinoids are systemic pesticides that are absorbed by plants, transported, and accumulated in plant tissues, including nectar and pollen. Currently, there is a lack of a comprehensive assessment of the level of neonicotinoid contamination and the associated health risks to non-targeted organisms in commercial honey and pollen produced in China. This study collected 160 batches of honey and 26 batches of pollen from different regions and plant sources in China, analyzed the residue patterns of neonicotinoid pesticides, and comprehensively evaluated the exposure risks to non-targeted organisms including bees (adults and larvae) and humans. Furthermore, this study addresses this imperative by establishing a high-throughput, rapid, and ultra-sensitive indirect competitive enzyme-linked immunosorbent assay (ic-ELISA) based on broad-spectrum monoclonal antibodies to detect and quantify neonicotinoids, with validation conducted using the LC-MS/MS method. The findings indicated that 59.4 % of honey samples contained at least one of eight neonicotinoids, and the ic-ELISA rapid detection and calculation method could detect all the samples containing neonicotinoids. Additionally, the dietary risk assessment for humans and honeybees indicates that the consumption of a specific quantity of honey may not pose a health risk to human due to neonicotinoid intake. However, the Risk Quotient values for imidacloprid to adult bees and bee larvae, as well as clothianidin to bee larvae, were determined to be 2.22, 5.03, and 1.01, respectively-each exceeding 1. This highlights the elevated risk of acute toxicity posed by imidacloprid and clothianidin residues to honey bees. The study bears significant implications for the safety evaluation of non-targeted organisms in the natural food chain. Moreover, it provides scientific guidance for protecting the diversity and health of the ecosystem.",2024,10.1016/j.scitotenv.2024.170937,919,,0,0.0,0.0,0.0,,,,,0.0,,,0.0,,
